AQRKP48O0WKBW,2.06
A1S1K7134S2VUC,2.12
AL83KKXUORS9Y,2.08
A2T11H7YI7QPGD,1.28
A3RCX3IQ8L6HHW,2.3
AIEKCWYZTS41V,1.48
A2NAKIXS3DVGAA,1.4
AU34T9OMHN4Z4,1.56
A1J8TVICSRC70W,1.44
A11FRLH5KWRLBV,2.1
A2XFO0X6RCS98M,2.5
A1Q56N80RJLQ7S,0.72
A3KVKK1XLBTSN3,2.14
AZU9D7YLCTAYV,2.26
A1YT6E0W0SDP0R,2.2
AZ69TBTDH7AZS,1.94
A3G5IPGLH1IIZN,2.2
AVI7K876BV3QL,2.42
A3A8P4UR9A0DWQ,2.18
AMELYCC59JKB0,1.72
A4T4577P6JL6R,2.1
A235DXY5FJN0IW,1.6
A3B7TNVOISSZ2O,2.2
A7P3R1AIA4TVV,1.92
A1NLJ1L4VCQYV2,1.78
AIHUIAQ4922K3,2.32
A1QT7BQZVOBSY0,1.7
A2PQDK3MLDFXYM,1.9
A37R0JYAB3QEX9,2.12
A2NBBQ3DKW5MV3,2.1
A248QG4DPULP46,2.32
A2YC6PEMIRSOAA,2.08
A1I72NHC21347A,2.02
A10BH9PYCYUKDJ,2.3
A1GKD3NG1NNHRP,0.78
A30HUZHJBOX1LK,1.8
A24LB89P1BPKKF,2.26
A1NKBIJQGT0712,2.06
A4ZPIPBDO624H,2.36
