A1H5Q9HRH4RPZU,2.06
A2ONILC0LZKG6Y,2.22
A2IVGLOBFOT67M,2.5
A25R2OI9L2Q1OW,2.36
A12ZO39VZ879ZS,2.2
A3588JV6EB95AZ,2.38
A27VFM67RPD2L5,2.32
AQV468FB908WI,2.52
AIHHRINW9IN1I,2.24
A1LRJ4U04532TM,2.34
A3D2GO0IFRFN6R,2.48
AURYD2FH3FUOQ,2.46
A2C84POENS2UNY,2.08
A1FMVUYV72MUO3,2.7
AD3V6XGQWRD6E,2.78
A3UZVATYJ9BYCW,2.42
A104HK5ONFNJJT,2.54
A2VA0NCPWJ8XZG,2.74
AFU00NU09CFXE,2.56
AX7WITN5DWW6U,2.36
A19AOG7JJBCDXZ,2.38
ALYR5CI2SM2JC,2.36
A1FS8SBR4SDWYG,2.18
A2AZYU1CT24O0K,2.26
A2NA6X1SON3KFH,2.12
A1YTI83ATXD7WS,2.14
A31P6DWY4XEQX9,2.32
AVXEDARJC5HLU,2.36
AONSG5WOC3OX0,2.16
AVBRJBJONL47I,2.36
A24GX1OZE6AY04,2.42
A25AYMSZNDW1VJ,1.88
A11S8IAAVDXCUS,2.56
AOP9WB55GYGL7,2.82
A3VDG4N48AVYGQ,2.08
A21P1T8EW4NHOU,2.36
A3FNC8ELMK8YJA,2.7
A20C38AB8D6Z2L,2.42
A5TWD5QD99GZY,2.58
A2I43BDUPAM00C,2.12
A30RAYNDOWQ61S,2.22
AIIOT9A7ARQZW,2.12
A6JKKANO7F4KD,2.4
A2Y0WNHMT4PZ4C,2.44
A2I4PRZ9IZMKON,2.1
A1VWLIXBS4WDOD,2.74
A320QA9HJFUOZO,1.92
A2Y87M8V0N1M6P,2.32
ACI0C2WU1NABK,2.24
A28FDHF2PY98K1,2.12
A2T675UCHNTSSW,2.44
A2RRK8SV0VBLTJ,2.34
A39RK9TP3P7097,2.62
A3E8SXH0BAYG85,2.14
A1ZLLYRW6GIVC7,1.7
A2RBVMD2HTBCZ9,2.76
A107RJSS561Y7R,2.62
A3QKNQ07F2451W,2.26
AQUCKTV7SVOK1,2.26
A2MCG5W6LHSRG9,2.48
A2TXZVXQU5FQZ9,2.2
A146MSML39KY98,2.56
A2DLYBXZNSSJ4S,2.3
ALF9AAZGQP4K5,2.48
