A31A1PVXLJBISZ,1.98
A3PFB892WE3BV5,2.08
A1BIJGB7XA0GME,1.84
AYYBMS4XQJ9AP,2.32
A3843S9LWPDN2K,2.34
A17K1CHOI773VZ,1.96
A32QWM7BWCSPTS,1.7
A2MUCL20GTQJA0,2.26
A1DKVUTOBPQH11,2.42
A1591UKT6PC90Q,2.34
A3F5Z5S2AHMN2O,1.58
A3HNEYFOIJWPH1,1.8
A1YHIQHLLLQIIQ,2.02
A1NCO5A4JYHGKQ,2.5
A2P76QVLSGJR45,2.18
A3JI3B5GTVA95F,2.06
A2DSAZ28AEGRYX,2.08
A1TD88JHBU0VET,2.2
A3OTBMKOEQ410P,1.8
A1S5SPI4NQPGSI,2.2
A2DVV59R1CQU6T,1.96
A3I9XLIHPPWPN1,2.46
AT6OT5K5Z4V0J,2.52
AI5RMOS8R652G,1.58
A2OO4PG3LBLP5I,2.34
A12FTSX85NQ8N9,1.86
A26RO8GGTQAXGG,2.14
ARI1EMAHUA9PO,1.46
A3UPZ88FI1EJC,2.5
A2FL477TMKC91L,1.78
A2XHD64QUKA5Z6,2.3
