AL83KKXUORS9Y,2.36
A37R0JYAB3QEX9,2.2
A1NKBIJQGT0712,1.92
A2PQDK3MLDFXYM,2.1
A3KVKK1XLBTSN3,1.96
A3RCX3IQ8L6HHW,2.62
A1I72NHC21347A,1.92
A4ZPIPBDO624H,2.4
A1S1K7134S2VUC,1.68
A3B7TNVOISSZ2O,2.14
A1NLJ1L4VCQYV2,1.6
A7P3R1AIA4TVV,2.04
AQRKP48O0WKBW,1.6
A4T4577P6JL6R,2.32
AIEKCWYZTS41V,1.72
A248QG4DPULP46,2.28
A11FRLH5KWRLBV,1.86
A30HUZHJBOX1LK,1.74
AVI7K876BV3QL,2.24
A24LB89P1BPKKF,2.44
A1YT6E0W0SDP0R,2.3
A2NAKIXS3DVGAA,2.0
A10BH9PYCYUKDJ,2.16
AIHUIAQ4922K3,2.42
A2YC6PEMIRSOAA,1.94
AMELYCC59JKB0,1.84
A1QT7BQZVOBSY0,1.76
