A1PLQGQ95NICAF,2.0
A2WPKP73S4MBLK,2.1
A10MSB9X1UFLJ5,2.28
A3FY6THWKRYN9M,1.8
A2CF2BD4Q0ZDJN,2.42
A2RMJNF6IPI42F,1.52
A1K8VUKRL53OX,2.2
AFK9ALQK5GPNG,2.34
A2YJZYTC8WOIZT,2.28
AMTTB8JUWRRM7,1.78
AG2YM9OWQP690,1.82
A1V1JNPU0KOA3X,2.46
A2PSR3CMNR1R9X,2.44
A207IHY6GERCFO,2.1
A1JJYY622DGE5L,2.2
A3PLWSCPFLCEGI,2.26
A10JXOU89D5RXR,2.1
A6JUD4NCQCDWG,2.24
A2S64AUN7JI7ZS,2.02
A1FVXS8IM5QYO8,1.18
ACJ6NSCIWMUZI,1.96
AOAZMLP27GD81,2.0
A11Q8U6QTT8KGF,1.9
A1PBRKFHSF1OF8,2.26
A1Y8BGDLPNYP0K,1.92
A167PNP8R80T2Q,2.12
ADZHJZ078THWQ,1.88
A38DHLB88V8DL8,2.28
ABKPEX0E9W2HW,2.28
A1F2APQMJSQVFK,1.34
AN098C29EGJ6,1.64
AM65LGXJBTJ0I,2.46
A3T9WZOUQGE2UW,1.78
A2SKXKH9YXZYRI,2.3
AU849EHZNGV2Z,1.4
ASXSWSXQNVN42,2.46
A1ERMRNNR0CZ2Y,1.9
A34YDGVZKRJ0LZ,2.24
A82Q1HS5CPZ5I,2.34
AGILQEFEPEK7N,2.26
