A36GU3OHGLDS8R,2.38
A3RKG5PZN97RD5,1.8
A2OX8TSRCU6NKD,1.9
A5P12YJP805RG,2.5
A3S3WYVCVWW8IZ,2.0
A1SIXXTFZDSKMA,1.9
AZOT44NUTXOYT,1.9
A2XS49LRNX8PD4,2.58
A221L64A30LW7Z,2.08
A3I40B0FATY8VH,2.18
A3R5OJR60C6004,1.86
A3D2U4QF7821ZW,2.18
A1TW2BZRRS874Z,2.38
A34DYM8J0X5VK,2.3
A2QX2B50DM45E2,2.04
A2W3I2GBGDB637,2.04
A2N9U74YIPDQ9F,1.64
A88DXNDGDUWEN,2.1
A1VXDD6BFF97OF,2.2
A19M1TGTL9HKHB,2.28
A2E0LU8V4EUX5C,0.72
AP9WIQ4P78XLH,2.18
AHYTT3T8W9Y9Y,2.0
A1PJLZSOUQ4MIL,2.08
A2GXE6MIDN8DPR,2.46
A2UMVEU29LPEVG,2.16
A1DZMZTXWOM9MR,2.0
